title,doi,eid,scopus_id,year,cover_date,journal,issn,publisher,document_type,authors,affiliations,cited_by_count,open_access,scopus_url,discovery_source,review_status,download_status,oa_pdf_url,priority_score,candidate_rank
One-step sintering enabled structural stability and defect suppression even in Fe-off-stoichiometric BiFeO3-BaTiO3 piezoceramics,10.1016/j.jmat.2025.101158,2-s2.0-105029218719,105029218719,2026,2026-03-01,Journal of Materiomics,23528478,,Article,,University of Science and Technology Beijing,3,True,https://api.elsevier.com/content/abstract/scopus_id/105029218719,scopus,PENDING,NOT_STARTED,,23,11
Concurrently enhanced piezoelectric performance and curie temperature in stressed lead-free Ba0.85Ca0.15Ti0.9Zr0.1O3 ceramics,10.1038/s41467-025-59311-2,2-s2.0-105003864111,105003864111,2025,2025-12-01,Nature Communications,,,Article,,University of Jinan,37,True,https://api.elsevier.com/content/abstract/scopus_id/105003864111,scopus,PENDING,NOT_STARTED,,23,12
Simultaneous enhancement of piezoelectric performance and Curie temperature in high-temperature Bi4Ti3O12 piezoceramics through A/B site co-doping,10.26599/jac.2025.9221077,2-s2.0-105009234788,105009234788,2025,2025-05-01,Journal of Advanced Ceramics,22264108,,Article,,Sun Yat-Sen University,25,True,https://api.elsevier.com/content/abstract/scopus_id/105009234788,scopus,PENDING,NOT_STARTED,,23,13
Synergistically enhancing the piezoelectric activity and Curie temperature of CaBi4Ti4O15 ceramics via co-doping Gd/Mn at the A/B-site,10.26599/jac.2024.9220952,2-s2.0-85207071405,85207071405,2024,2024-09-01,Journal of Advanced Ceramics,22264108,,Article,,Chengdu University,34,True,https://api.elsevier.com/content/abstract/scopus_id/85207071405,scopus,PENDING,NOT_STARTED,,23,14
Room-temperature magnetoresistive and magnetocaloric effect in La1- x Ba xMnO3compounds: Role of Griffiths phase with ferromagnetic metal cluster above Curie temperature,10.1063/5.0078188,2-s2.0-85123484869,85123484869,2022,2022-01-31,Journal of Applied Physics,00218979,,Article,,Hangzhou Dianzi University,120,False,https://api.elsevier.com/content/abstract/scopus_id/85123484869,scopus,PENDING,NOT_STARTED,,23,15
Textured ferroelectric ceramics with high electromechanical coupling factors over a broad temperature range,10.1038/s41467-021-21673-8,2-s2.0-85101907433,85101907433,2021,2021-12-01,Nature Communications,,,Article,,"Faculty of Electronic and Information Engineering, Xi'an Jiaotong University",178,True,https://api.elsevier.com/content/abstract/scopus_id/85101907433,scopus,PENDING,NOT_STARTED,,23,16
Chemical-Pressure-Modulated BaTiO3Thin Films with Large Spontaneous Polarization and High Curie Temperature,10.1021/jacs.1c00605,2-s2.0-85105968649,85105968649,2021,2021-05-05,Journal of the American Chemical Society,00027863,,Article,,University of Science and Technology Beijing; Nanjing Tech University,72,False,https://api.elsevier.com/content/abstract/scopus_id/85105968649,scopus,PENDING,NOT_STARTED,,23,17
Curie temperature modeling of magnetocaloric lanthanum manganites using Gaussian process regression,10.1016/j.jmmm.2020.166998,2-s2.0-85085561684,85085561684,2020,2020-10-15,Journal of Magnetism and Magnetic Materials,03048853,,Article,,NC State University,132,False,https://api.elsevier.com/content/abstract/scopus_id/85085561684,scopus,PENDING,NOT_STARTED,,23,18
Excellent thermal stability and aging behaviors in BiFeO3-BaTiO3 piezoelectric ceramics with rhombohedral phase,10.1111/jace.16755,2-s2.0-85071357227,85071357227,2020,2020-01-01,Journal of the American Ceramic Society,00027820,,Article,,Shanghai University,104,False,https://api.elsevier.com/content/abstract/scopus_id/85071357227,scopus,PENDING,NOT_STARTED,,23,19
Ultrahigh Piezoelectric Response Obtained by Artificially Generating a Large Internal Bias Field in BiFeO3–BaTiO3 Lead-Free Ceramics,10.1002/adfm.202313879,2-s2.0-85183755917,85183755917,2024,2024-05-29,Advanced Functional Materials,1616301X,,Article,,School of Materials Science and Engineering Zhejiang University,67,False,https://api.elsevier.com/content/abstract/scopus_id/85183755917,scopus,PENDING,NOT_STARTED,,22,20
Poling above the Curie temperature driven large enhancement in piezoelectric performance of Mn doped PZT-based piezoceramics,10.1016/j.nanoen.2023.108546,2-s2.0-85160779947,85160779947,2023,2023-08-01,Nano Energy,22112855,,Article,,"Shanghai Institute of Ceramics, Chinese Academy of Sciences; ShanghaiTech University",68,False,https://api.elsevier.com/content/abstract/scopus_id/85160779947,scopus,PENDING,NOT_STARTED,,22,21
"Sm-Doped PIN-PMN-PT Transparent Ceramics with High Curie Temperature, Good Piezoelectricity, and Excellent Electro-Optical Properties",10.1021/acsami.2c19865,2-s2.0-85147118460,85147118460,2023,2023-02-08,ACS Applied Materials and Interfaces,19448244,,Article,,Qingdao University,64,False,https://api.elsevier.com/content/abstract/scopus_id/85147118460,scopus,PENDING,NOT_STARTED,,22,22
Mn-Rich MnSb2Te4: A Topological Insulator with Magnetic Gap Closing at High Curie Temperatures of 45–50 K,10.1002/adma.202102935,2-s2.0-85114017779,85114017779,2021,2021-10-01,Advanced Materials,09359648,,Article,,Johannes Kepler University Linz,110,True,https://api.elsevier.com/content/abstract/scopus_id/85114017779,scopus,PENDING,NOT_STARTED,,22,23
"Fabrication, structure, and frequency-dependent electrical and dielectric properties of Sr-doped BaTiO3 ceramics",10.1016/j.ceramint.2019.09.208,2-s2.0-85072524743,85072524743,2020,2020-02-01,Ceramics International,02728842,,Article,,Xi'an University of Science and Technology,350,False,https://api.elsevier.com/content/abstract/scopus_id/85072524743,scopus,PENDING,NOT_STARTED,,22,24
High-throughput discovery of high Curie point two-dimensional ferromagnetic materials,10.1038/s41524-020-0300-2,2-s2.0-85083155049,85083155049,2020,2020-12-01,Npj Computational Materials,,,Article,,Indian Institute of Science,112,True,https://api.elsevier.com/content/abstract/scopus_id/85083155049,scopus,PENDING,NOT_STARTED,,22,25
"Study of half metallic ferromagnetism, Curie temperature, and thermoelectric aspects of double perovskite oxides Ba2XMoO6 (X = Cr, Mn, Fe, Co) for spintronic applications",10.1016/j.mssp.2025.109519,2-s2.0-105001170684,105001170684,2025,2025-07-01,Materials Science in Semiconductor Processing,13698001,,Article,,"Imam Abdulrahman Bin Faisal University; Imam Abdulrahman bin Faisal University, College of Science",24,False,https://api.elsevier.com/content/abstract/scopus_id/105001170684,scopus,PENDING,NOT_STARTED,,21,26
Design and development of a new lead-free BiFeO3-BaTiO3 quenched ceramics for high piezoelectric strain performance,10.1016/j.cej.2023.145387,2-s2.0-85168432973,85168432973,2023,2023-10-01,Chemical Engineering Journal,13858947,,Article,,Central South University,53,False,https://api.elsevier.com/content/abstract/scopus_id/85168432973,scopus,PENDING,NOT_STARTED,,21,27
Investigation of BiFeO3-BaTiO3 lead-free piezoelectric ceramics with nonstoichiometric bismuth,10.20517/microstructures.2023.34,2-s2.0-85180246662,85180246662,2023,2023-01-01,Microstructures,,,Article,,Shenzhen Institutes of Advanced Technology; Guilin University of Technology,51,False,https://api.elsevier.com/content/abstract/scopus_id/85180246662,scopus,PENDING,NOT_STARTED,,21,28
Improvement in piezoelectric performance of the lead-free BiFeO3-BaTiO3 ceramics by synergistic approach,10.1016/j.jmst.2023.02.058,2-s2.0-85153359499,85153359499,2023,2023-10-10,Journal of Materials Science and Technology,10050302,,Article,,Central South University,49,False,https://api.elsevier.com/content/abstract/scopus_id/85153359499,scopus,PENDING,NOT_STARTED,,21,29
On-the-fly interpretable machine learning for rapid discovery of two-dimensional ferromagnets with high Curie temperature,10.1016/j.chempr.2021.11.009,2-s2.0-85122928435,85122928435,2022,2022-03-10,Chem,24519308,,Article,,Southeast University,87,True,https://api.elsevier.com/content/abstract/scopus_id/85122928435,scopus,PENDING,NOT_STARTED,,21,30
A combinatory ferroelectric compound bridging simple ABO3 and A-site-ordered quadruple perovskite,10.1038/s41467-020-20833-6,2-s2.0-85100334415,85100334415,2021,2021-12-01,Nature Communications,,,Article,,Institute of Physics Chinese Academy of Sciences; Songshan Lake Materials Laboratory,118,True,https://api.elsevier.com/content/abstract/scopus_id/85100334415,scopus,PENDING,NOT_STARTED,,21,31
Two-Dimensional Layered Perovskite Ferroelectric with Giant Piezoelectric Voltage Coefficient,10.1021/jacs.9b12368,2-s2.0-85077936414,85077936414,2020,2020-01-15,Journal of the American Chemical Society,00027863,,Article,,Southeast University,244,False,https://api.elsevier.com/content/abstract/scopus_id/85077936414,scopus,PENDING,NOT_STARTED,,21,32
Room-Temperature Ferroelectric Material Composed of a Two-Dimensional Metal Halide Double Perovskite for X-ray Detection,10.1002/anie.202004235,2-s2.0-85085869405,85085869405,2020,2020-08-10,Angewandte Chemie International Edition,14337851,,Article,,"University of Chinese Academy of Sciences; State Key Laboratory of Structural Chemistry, Fuzhou",173,False,https://api.elsevier.com/content/abstract/scopus_id/85085869405,scopus,PENDING,NOT_STARTED,,21,33
Proximity-Coupling-Induced Significant Enhancement of Coercive Field and Curie Temperature in 2D van der Waals Heterostructures,10.1002/adma.202002032,2-s2.0-85089450046,85089450046,2020,2020-09-01,Advanced Materials,09359648,,Article,,Huazhong University of Science and Technology,156,False,https://api.elsevier.com/content/abstract/scopus_id/85089450046,scopus,PENDING,NOT_STARTED,,21,34
Concurrent Enhancement of Piezoelectricity and Curie Temperature in Bi4Ti3O12 Ceramics via Dual-Modification,10.1002/adfm.202523058,2-s2.0-105025572331,105025572331,2026,2026-04-20,Advanced Functional Materials,1616301X,,Article,,Sun Yat-Sen University,4,False,https://api.elsevier.com/content/abstract/scopus_id/105025572331,scopus,PENDING,NOT_STARTED,,20,35
Effect of PbTiO3 content on the piezoelectric response of high curie temperature PYN-PZT ceramics,10.1016/j.jallcom.2025.185749,2-s2.0-105025702925,105025702925,2026,2026-01-15,Journal of Alloys and Compounds,09258388,,Article,,University of Chinese Academy of Sciences; Institute of Optics and Electronics Chinese Academy of Sciences,4,False,https://api.elsevier.com/content/abstract/scopus_id/105025702925,scopus,PENDING,NOT_STARTED,,20,36
Ultrahigh capacitive energy storage of BiFeO3-based ceramics through multi-oriented nanodomain construction,10.1038/s41467-025-57228-4,2-s2.0-85219605607,85219605607,2025,2025-12-01,Nature Communications,,,Article,,Ningbo University,87,True,https://api.elsevier.com/content/abstract/scopus_id/85219605607,scopus,PENDING,NOT_STARTED,,20,37
Enhancement of piezoelectric properties and temperature stability of high-Curie temperature CaBi2Nb2O9 ceramics,10.1016/j.jeurceramsoc.2024.117101,2-s2.0-85209740172,85209740172,2025,2025-04-01,Journal of the European Ceramic Society,09552219,,Article,,Guilin University of Technology,22,False,https://api.elsevier.com/content/abstract/scopus_id/85209740172,scopus,PENDING,NOT_STARTED,,20,38
Synergy ascension of Piezoresponse and curie temperature in bismuth-layered ceramics via defect engineering,10.1016/j.actamat.2025.121108,2-s2.0-105004350812,105004350812,2025,2025-07-01,Acta Materialia,13596454,,Article,,University of Science and Technology Beijing,20,False,https://api.elsevier.com/content/abstract/scopus_id/105004350812,scopus,PENDING,NOT_STARTED,,20,39
Pyroelectricity induced by Schottky interface above the Curie temperature of bulk materials,10.1016/j.joule.2023.12.006,2-s2.0-85185200228,85185200228,2024,2024-02-21,Joule,,,Article,,Chinese Academy of Sciences; University of Chinese Academy of Sciences,40,True,https://api.elsevier.com/content/abstract/scopus_id/85185200228,scopus,PENDING,NOT_STARTED,,20,40
Ferroelectric Polarization in BaTiO3 Nanocrystals Controls Photoelectrochemical Water Oxidation and Photocatalytic Hydrogen Evolution,10.1021/jacs.3c03762,2-s2.0-85169073473,85169073473,2023,2023-08-30,Journal of the American Chemical Society,00027863,,Article,,"University of California, Davis",110,False,https://api.elsevier.com/content/abstract/scopus_id/85169073473,scopus,PENDING,NOT_STARTED,,20,41
Large Electrostrictive Coefficient in a Two-Dimensional Hybrid Perovskite Ferroelectric,10.1021/jacs.0c12907,2-s2.0-85099930741,85099930741,2021,2021-01-27,Journal of the American Chemical Society,00027863,,Article,,Southeast University,154,False,https://api.elsevier.com/content/abstract/scopus_id/85099930741,scopus,PENDING,NOT_STARTED,,20,42
A multiaxial lead-free two-dimensional organic-inorganic perovskite ferroelectric,10.1093/nsr/nwaa232,2-s2.0-85106550687,85106550687,2021,2021-05-01,National Science Review,20955138,,Article,,GanNan Normal University,82,True,https://api.elsevier.com/content/abstract/scopus_id/85106550687,scopus,PENDING,NOT_STARTED,,20,43
Confinement-Driven Ferroelectricity in a Two-Dimensional Hybrid Lead Iodide Perovskite,10.1021/jacs.0c03710,2-s2.0-85085855126,85085855126,2020,2020-06-03,Journal of the American Chemical Society,00027863,,Article,,Southeast University,155,False,https://api.elsevier.com/content/abstract/scopus_id/85085855126,scopus,PENDING,NOT_STARTED,,20,44
Two-Dimensional Hybrid Perovskite Ferroelectric Induced by Perfluorinated Substitution,10.1021/jacs.0c10686,2-s2.0-85096884473,85096884473,2020,2020-11-25,Journal of the American Chemical Society,00027863,,Article,,Southeast University,148,False,https://api.elsevier.com/content/abstract/scopus_id/85096884473,scopus,PENDING,NOT_STARTED,,20,45
DFT-based and experimental study on Sr-doped BaTiO3: Impacts on piezoelectric and ferroelectric performance,10.1016/j.ceramint.2025.03.069,2-s2.0-105000076642,105000076642,2025,2025-07-01,Ceramics International,02728842,,Article,,Université Ibn Zohr; CERAMATHS,34,True,https://api.elsevier.com/content/abstract/scopus_id/105000076642,scopus,PENDING,NOT_STARTED,,19,46
Tunable Domain Switching Features of Incommensurate Antiferroelectric Ceramics Realizing Excellent Energy Storage Properties,10.1002/adma.202201333,2-s2.0-85129637304,85129637304,2022,2022-06-01,Advanced Materials,09359648,,Article,,Tongji University,155,False,https://api.elsevier.com/content/abstract/scopus_id/85129637304,scopus,PENDING,NOT_STARTED,,19,47
Imperceptible energy harvesting device and biomedical sensor based on ultraflexible ferroelectric transducers and organic diodes,10.1038/s41467-021-22663-6,2-s2.0-85104887615,85104887615,2021,2021-12-01,Nature Communications,,,Article,,The University of Osaka; Joanneum Research Forschungsgesellschaft mbH,184,True,https://api.elsevier.com/content/abstract/scopus_id/85104887615,scopus,PENDING,NOT_STARTED,,19,48
Trilayered Lead Chloride Perovskite Ferroelectric Affording Self-Powered Visible-Blind Ultraviolet Photodetection with Large Zero-Bias Photocurrent,10.1021/jacs.9b10919,2-s2.0-85077703930,85077703930,2020,2020-01-08,Journal of the American Chemical Society,00027863,,Article,,"University of Chinese Academy of Sciences; State Key Laboratory of Structural Chemistry, Fuzhou",139,False,https://api.elsevier.com/content/abstract/scopus_id/85077703930,scopus,PENDING,NOT_STARTED,,19,49
A Three-Dimensional Lead Halide Perovskite-Related Ferroelectric,10.1021/jacs.0c00375,2-s2.0-85081944729,85081944729,2020,2020-03-11,Journal of the American Chemical Society,00027863,,Article,,Southeast University,138,False,https://api.elsevier.com/content/abstract/scopus_id/85081944729,scopus,PENDING,NOT_STARTED,,19,50
Electrically tunable high Curie temperature two-dimensional ferromagnetism in van der Waals layered crystals,10.1063/5.0014865,2-s2.0-85090900293,85090900293,2020,2020-08-25,Applied Physics Letters,00036951,,Article,,College of Engineering,119,False,https://api.elsevier.com/content/abstract/scopus_id/85090900293,scopus,PENDING,NOT_STARTED,,19,51
Large enhancement of ferroelectric properties of perovskite oxides via nitrogen incorporation,10.1126/sciadv.ads8830,2-s2.0-85215223775,85215223775,2025,2025-01-10,Science Advances,,,Article,,"School of Materials Science and Engineering, Harbin Institute of Technology",32,True,https://api.elsevier.com/content/abstract/scopus_id/85215223775,scopus,PENDING,NOT_STARTED,,18,52
Lone pair expression in fluorinated two-dimensional hybrid perovskite enables multiaxial ferroelectricity and nonlinear optical response,10.1038/s41467-025-63134-6,2-s2.0-105013788654,105013788654,2025,2025-12-01,Nature Communications,,,Article,,Zhejiang Normal University,24,True,https://api.elsevier.com/content/abstract/scopus_id/105013788654,scopus,PENDING,NOT_STARTED,,18,53
Gaussian process modeling of doped-lanthanum manganites Curie temperature from compositions and ionic radii,10.1016/j.ssc.2022.115025,2-s2.0-85143650201,85143650201,2023,2023-02-01,Solid State Communications,00381098,,Article,,NC State University,60,False,https://api.elsevier.com/content/abstract/scopus_id/85143650201,scopus,PENDING,NOT_STARTED,,18,54
Simultaneously achieving giant piezoelectricity and record coercive field enhancement in relaxor-based ferroelectric crystals,10.1038/s41467-022-29962-6,2-s2.0-85129407348,85129407348,2022,2022-12-01,Nature Communications,,,Article,,"Shandong University; Henan University; School of Instrumentation Science and Engineering, Harbin Institute of Technology",142,True,https://api.elsevier.com/content/abstract/scopus_id/85129407348,scopus,PENDING,NOT_STARTED,,18,55
A universal framework for metropolis Monte Carlo simulation of magnetic Curie temperature,10.1016/j.commatsci.2021.110638,2-s2.0-85108376541,85108376541,2021,2021-09-01,Computational Materials Science,09270256,,Article,,Southeast University,86,False,https://api.elsevier.com/content/abstract/scopus_id/85108376541,scopus,PENDING,NOT_STARTED,,18,56
"Two-dimensional ferromagnetic semiconductors of rare-earth monolayer GdX2 (X = Cl, Br, I) with large perpendicular magnetic anisotropy and high Curie temperature",10.1016/j.mtphys.2021.100514,2-s2.0-85116353165,85116353165,2021,2021-11-01,Materials Today Physics,,,Article,,"Key Laboratory for Anisotropy and Texture of Materials, Ministry of Education, Northeastern University",84,False,https://api.elsevier.com/content/abstract/scopus_id/85116353165,scopus,PENDING,NOT_STARTED,,18,57
Room-temperature multiferroicity and diversified magnetoelectric couplings in 2D materials,10.1093/nsr/nwz169,2-s2.0-85083968553,85083968553,2020,2020-02-01,National Science Review,20955138,,Article,,Huazhong University of Science and Technology,104,True,https://api.elsevier.com/content/abstract/scopus_id/85083968553,scopus,PENDING,NOT_STARTED,,18,58
"Predicted 2D ferromagnetic Janus VSeTe monolayer with high Curie temperature, large valley polarization and magnetic crystal anisotropy",10.1039/d0nr04837b,2-s2.0-85096509038,85096509038,2020,2020-11-28,Nanoscale,20403364,,Article,,Shandong University,95,False,https://api.elsevier.com/content/abstract/scopus_id/85096509038,scopus,PENDING,NOT_STARTED,,18,59
"Strain-Controllable High Curie Temperature, Large Valley Polarization, and Magnetic Crystal Anisotropy in a 2D Ferromagnetic Janus VSeTe Monolayer",10.1021/acsami.0c13988,2-s2.0-85096666142,85096666142,2020,2020-11-25,ACS Applied Materials and Interfaces,19448244,,Article,,Shandong University,95,False,https://api.elsevier.com/content/abstract/scopus_id/85096666142,scopus,PENDING,NOT_STARTED,,18,60
Two-dimensional Weyl nodal-line semimetal in a d0 ferromagnetic K2 N monolayer with a high Curie temperature,10.1103/physrevb.102.125118,2-s2.0-85093363305,85093363305,2020,2020-09-14,Physical Review B,24699950,,Article,,Hebei University of Technology,91,False,https://api.elsevier.com/content/abstract/scopus_id/85093363305,scopus,PENDING,NOT_STARTED,,18,61
Coupled ferroelectricity and superconductivity in bilayer Td-MoTe2,10.1038/s41586-022-05521-3,2-s2.0-85145525412,85145525412,2023,2023-01-05,Nature,00280836,,Article,,Columbia University,206,False,https://api.elsevier.com/content/abstract/scopus_id/85145525412,scopus,PENDING,NOT_STARTED,,17,62
Giant Energy Storage Density with Antiferroelectric-Like Properties in BNT-Based Ceramics via Phase Structure Engineering,10.1002/smll.202302346,2-s2.0-85161203578,85161203578,2023,2023-10-04,Small,16136810,,Article,,Ningbo University,96,False,https://api.elsevier.com/content/abstract/scopus_id/85161203578,scopus,PENDING,NOT_STARTED,,17,63
Remarkable Enhancement of Piezoelectric Performance by Heavy Halogen Substitution in Hybrid Perovskite Ferroelectrics,10.1021/jacs.2c12306,2-s2.0-85146337886,85146337886,2023,2023-01-25,Journal of the American Chemical Society,00027863,,Article,,Nanchang University,76,False,https://api.elsevier.com/content/abstract/scopus_id/85146337886,scopus,PENDING,NOT_STARTED,,17,64
Large Piezoelectric Response in a Metal-Free Three-Dimensional Perovskite Ferroelectric,10.1021/jacs.3c00646,2-s2.0-85148412875,85148412875,2023,2023-03-01,Journal of the American Chemical Society,00027863,,Article,,Nanchang University,68,False,https://api.elsevier.com/content/abstract/scopus_id/85148412875,scopus,PENDING,NOT_STARTED,,17,65
Giant Polarization Sensitivity via the Anomalous Photovoltaic Effect in a Two-Dimensional Perovskite Ferroelectric,10.1021/jacs.3c05020,2-s2.0-85165787604,85165787604,2023,2023-07-26,Journal of the American Chemical Society,00027863,,Article,,"State Key Laboratory of Structural Chemistry, Fuzhou",61,False,https://api.elsevier.com/content/abstract/scopus_id/85165787604,scopus,PENDING,NOT_STARTED,,17,66
"Two-dimensional rare-earth Janus 2H-GdXY (X,Y=Cl,Br, I; X≠Y) monolayers: Bipolar ferromagnetic semiconductors with high Curie temperature and large valley polarization",10.1103/physrevb.107.115428,2-s2.0-85152111389,85152111389,2023,2023-03-15,Physical Review B,24699950,,Article,,Tianjin University of Technology,50,False,https://api.elsevier.com/content/abstract/scopus_id/85152111389,scopus,PENDING,NOT_STARTED,,17,67
Two-dimensional multiferroic material of metallic p-doped SnSe,10.1038/s41467-022-33917-2,2-s2.0-85139948801,85139948801,2022,2022-12-01,Nature Communications,,,Article,,Wuhan University,89,True,https://api.elsevier.com/content/abstract/scopus_id/85139948801,scopus,PENDING,NOT_STARTED,,17,68
Discovery of a 2D Hybrid Silver/Antimony-Based Iodide Double Perovskite Photoferroelectric with Photostrictive Effect and Efficient X-Ray Response,10.1002/adfm.202205918,2-s2.0-85135540270,85135540270,2022,2022-10-01,Advanced Functional Materials,1616301X,,Article,,Zhejiang Normal University; Jiangxi University of Science and Technology,81,False,https://api.elsevier.com/content/abstract/scopus_id/85135540270,scopus,PENDING,NOT_STARTED,,17,69
"The mechanism for the enhanced piezoelectricity in multi-elements doped (K,Na)NbO3 ceramics",10.1038/s41467-021-21202-7,2-s2.0-85100709012,85100709012,2021,2021-12-01,Nature Communications,,,Article,,University of Wollongong; State Key Laboratory of Advanced Technology for Materials Synthesis and Processing; State Key Laboratory of Silicate Materials for Architectures,240,True,https://api.elsevier.com/content/abstract/scopus_id/85100709012,scopus,PENDING,NOT_STARTED,,17,70
Highly Tunable Multifunctional BaTiO3-Based Ferroelectrics via Site Selective Doping Strategy,10.1016/j.actamat.2021.116792,2-s2.0-85102976785,85102976785,2021,2021-05-01,Acta Materialia,13596454,,Article,,Sichuan University,79,False,https://api.elsevier.com/content/abstract/scopus_id/85102976785,scopus,PENDING,NOT_STARTED,,17,71
Magnetic ground state and electron-doping tuning of Curie temperature in Fe3GeTe2: First-principles studies,10.1103/physrevb.103.085102,2-s2.0-85101912883,85101912883,2021,2021-02-01,Physical Review B,24699950,,Article,,University of Science and Technology of China,71,False,https://api.elsevier.com/content/abstract/scopus_id/85101912883,scopus,PENDING,NOT_STARTED,,17,72
P(VDF-TrFE) nanofibers: Structure of the ferroelectric and paraelectric phases through IR and Raman spectroscopies,10.1039/d0ra05478j,2-s2.0-85094194888,85094194888,2020,2020-10-13,Rsc Advances,,,Article,,Politecnico di Milano,126,True,https://api.elsevier.com/content/abstract/scopus_id/85094194888,scopus,PENDING,NOT_STARTED,,17,73
Simultaneously achieving large transducer figure-of-merits and high curie temperature through acceptor doping in PMN-PAN-PZT ternary system for high power applications,10.1016/j.jeurceramsoc.2025.117747,2-s2.0-105014627350,105014627350,2026,2026-02-01,Journal of the European Ceramic Society,09552219,,Article,,Tech University of Korea,8,False,https://api.elsevier.com/content/abstract/scopus_id/105014627350,scopus,PENDING,NOT_STARTED,,16,74
Achieving higher Curie temperature and magnetic entropy change by minor Co substitution for Fe in a Fe88Pr10Al2 amorphous alloy,10.1016/j.intermet.2025.109125,2-s2.0-105023965319,105023965319,2026,2026-02-01,Intermetallics,09669795,,Article,,Shanghai University Institute of Materials Science,4,False,https://api.elsevier.com/content/abstract/scopus_id/105023965319,scopus,PENDING,NOT_STARTED,,16,75
Enhanced Piezoelectric and Ferroelectric Properties of Ion-Doped BaTiO3,10.1002/pssb.202500411,2-s2.0-105016255723,105016255723,2026,2026-03-01,Physica Status Solidi B Basic Research,03701972,,Article,,"University of Architecture, Civil Engineering and Geodesy",3,False,https://api.elsevier.com/content/abstract/scopus_id/105016255723,scopus,PENDING,NOT_STARTED,,16,76
